ID_GiaoTrinh,Ten_GT
5118,Thiết kế trang phục nữ căn bản
5119,TCVN 9351:2012 – Đất xây dựng - phương pháp thí nghiệm hiện trường - thí nghiệm xuyên tiêu chuẩn (SPT).
5120,TCVN 9352:2012 – Đất xây dựng - Phương pháp thí nghiệm xuyên tĩnh (CPT).
5121,TCVN 9354:2012 – Đất xây dựng - phương pháp xác định môđun biến dạng tại hiện trường bằng tấm nén phẳng (PLT).
5122,TCVN 9148:2012 – Công trình thủy lợi - Xác định hệ số thấm của đất chứa nước bằng phương pháp hút nước thí nghiệm từ hố khoan.
5123,Pattern Making for Fashion Design: 4th ed
5124,TCVN 9149:2012 – Công trình thủy lợi - Xác định hệ số thấm của đá bằng phương pháp thí nghiệm ép nước vào lỗ khoan”.
5125,
5126,Giáo trình thiết kế trang phục 1 
5127,
5128,TCVN 4197:2012 – Đất xây dựng - phương pháp xác định giới hạn dẻo và giới hạn chảy trong phòng thí nghiệm.
5129,Thiết kế trang phục nữ nâng cao 
5130,TCVN 4198:2014 – Đất xây dựng - phương pháp xác định thành phần hạt trong phòng thí nghiệm.
5131,TCVN 4199:2012 – Đất xây dựng - phương pháp xác định sức chống cắt trong phòng thí nghiệm ở máy cắt phẳng.
5132,TCVN 4200:2012 – Đất xây dựng - phương pháp xác định tính nén lún trong phòng thí nghiệm.
5133,TCVN 4201:2012 – Đất xây dựng - phương pháp xác định độ chặt tiêu chuẩn trong thí nghiệm.
5134,Thiết kế nón và túi xách
5135,Giáo trình thí nghiệm vật liệu xây dựng
5136,Tuyển tập tiêu chuẩn xây dựng : Tập 8 
5137,Tuyển tập tiêu chuẩn xây dựng : Tập 10
5138,Giáo trình Thí nghiệm Vật liệu Xây dựng tập 1
5139,Giáo trình Thí nghiệm Vật liệu Xây dựng tập 2
5140,Autodesk Revit tổng hợp 3 trong 1
5141,Applied numerical methods with MATLAB for engineers and scientists
5142,Advanced Engineering Mathematics
5143,Giáo trình đo lường cảm biến/Lê Chí Kiên
5144,Applied Numerical Methods using MATLAB
5145,Measurement and Instrumentation - Theory And Application: Third Edition
5146,Phương pháp tính ứng dụng trong tính toán kỹ thuật/Nguyễn Hoài Sơn
5147,"Internet of things : principles and paradigms/ edited by Rajkumar Buyya, Amir Vahid Dastjerdi "
5148,Lý thuyết điều khiển tự động
5149,Điều khiển hệ thống đa biến/Dương Hoài Nghĩa
5150,Bài tập điều khiển tự động/Nguyễn Thị Phương Hà
5151,"Giáo trình phương pháp tính:Môn học: 1001030 - Phương pháp tính/Trương Vĩnh An, Phạm Văn Hiển, Lê Xuân Trường"
5152,Fletcher Heisler: A Practical Introduction to Python 3
5153,Thuỷ văn công trình
5154,Handbook of Hydraulic Engineering Problems
5155,Introduction to Robotics: Mechanics and Control
5156,Basic hydraulic systems and components
5157,"Introduction to autonomous robots: Mechanism, sensors, actuators and algorithm"
5158,Concise hydrology
5159,"Autonomous Robots: modeling, path planning, and control"
5160,Bài giảng lớp bồi khảo sát tính toán thủy lực – thủy văn công trình giao thông
5161,"Robotics: Control, Sensing, Vision, and Intelligence"
5162,Giáo trình kỹ thuật Robot/Nguyễn Trường Thịnh
5163,Giáo trình thực tập Robot công nghiệp/Tưởng Phước Thọ
5164,Bài tập Thủy lực - Tập 1
5165,Kỹ thuật robot/Đào Văn Hiệp
5166,Bài tập Thủy lực - Tập 2
5167,Robot công nghiệp/Nguyễn Thiện Phúc
5168,Thủy văn cầu đường
5169,Thuỷ văn đại cương
5170,Bài giảng môn thủy lực đại cương
5171,Giáo trình Tin học ứng dụng ngành may 1
5172,1100 ý tưởng thay đổi Thiết kế đồ họa
5173,Sustainable Issues in Infrastructure Engineering: The official 2020 publication of the Soil-Structure Interaction Group in Egypt (SSIGE)
5174,"Giáo trình Corel Draw X7, X8, X9 & 2020"
5175,Giáo trình xử lý ảnh Phososhop CC
5176,Tiêu chuẩn thiết kế cầu 22TCN272-05 
5177,25 bài thực hành Photoshop CC
5178,Tiêu chuẩn thiết kế đường 4054-2005 
5179,Kết cấu bê tông cốt thép theo tiêu chuẩn Hoa Kỳ
5180,Cầu bê tông cốt thép trên đường ôtô - Tập 1
5181,Cầu bê tông cốt thép trên đường ôtô - Tập 2
5182,Thiết kế công trình hầm giao thông
5183,Giáo trình Tổng quan du lịch
5184,Infrastructure Engineering and Management
5185,Giáo trình Tổng quan du lịch
5186,Quy hoạch GTVT và thiết kế đường đô thị 
5187,"Comprehensive design example for 	prestressed concrete girder superstructure bridge"
5188,Tourism management: an introduction
5189,Giáo trình Tổng quan du lịch
5190,Tổng quan du lịch
5191,The Story Of Food - Câu Chuyện Thực Phẩm
5192,Hệ thống an ninh an toàn
5193,Tiểu vùng văn hóa xứ Huế (thuộc Bộ sách Không gian Văn hóa Việt Nam)
5194,Các Giá Trị Văn Hóa Việt Nam Chuyển Từ Truyền Thống Đến Hiện Đại
5195,Việt Nam - Campuchia _ Sự Tương Đồng Giữa Hai Nền Văn Hóa
5196,Design of Electrical Services for Buildings
5197,Nghệ Thuật Ẩm Thực Truyền Thống Việt Nam
5198,Closed Circuit Television
5199,Electrical distribution engineering / Anthony J. Pansini
5200,Intelligent Distributed Video Surveillance Systems
5201,Dinh dưỡng lý thuyết
5202,Dinh dưỡng người
5203,The Story Of Food - Câu Chuyện Thực Phẩm
5204,"Giáo trình Cung cấp điện: dành cho hệ Đại Học, Khối Ngành Công Nghệ"
5205,Chất Phụ Gia Thực Phẩm - Cẩm Nang Cho Người Tiêu Dùng
5206,Dinh dưỡng – Chìa khóa vàng cho sức khỏe
5207,Hướng dẫn thiết kế đồ án cung cấp điện
5208,Kỵ và hợp trong ăn uống
5209, Giáo trình CAD trong kỹ thuật điện
5210,Giáo trình môn học Nấu ăn Việt Nam
5211,Giáo trình an toàn điện
5212,Hệ thống cung cấp điện
5213,Khoa học về nấu ăn
5214,Khóa học nấu ăn tại gia của Gordon Ramsay
5215,Hướng dẫn thiết kế lắp đặt điện theo tiêu chuẩn IEC
5216,Thức ăn Việt Nam
5217,"Hệ thống cung cấp điện của xí nghiệp công nghiệp, đô thị và nhà cao tầng /Nguyễn Công Hiền, Nguyễn Mạnh Hoạch"
5218,Phở và các món nước
5219,Tinh hoa món cuốn Việt
5220,"Vệ sinh và an toàn thực phẩm/Nguyễn Đức Lượng, Phạm Minh Tâm"
5221,Giáo trình Thực hành Điều Khiển Lập Trình
5222,An toàn và vệ sinh thực phẩm 
5223,Giáo trình Điều Khiển Lập Trình
5224,Giáo trình Điều Khiển Lập Trình
5225,ON COOKING A TEXTBOOK OF CULINARY FUNDAMENTALS
5226,Bài giảng Điều khiển lập trình 2
5227,Automating Manufacturing Systems with PLCs
5228,Nghệ Thuật Ẩm Thực Truyền Thống Việt Nam
5229,Tự động hóa với SIMATIC S7 200
5230,Món Ăn Việt Nam
5231,Ăn Cơm Với Cá - 30 Món Cá Ngon Của Người Việt: Bìa Mềm (Sách màu)
5232,"Ăn Chay, Sống Lành (40 Mâm Cơm Thuần Chay Dễ Nấu Giàu Dinh Dưỡng)"
5233,Nấu Ăn Ngon - Các Món Nấu
5234,Bài giảng ANDDesign Ver7.6
5235,Thiết Kế Đường ô tô (Tập 2) 
5236,Giáo trình Hóa học thực phẩm 
5237,Thiết Kế Đường ô tô: Công trình vượt sông (Tập 3) 
5238,Thiết Kế Đường ô tô (Tập 4) 
5239,Giáo trình Hóa sinh học thực phẩm 
5240,Modifying Flavour in Food
5241,Nghệ thuật trang trí & cắt tỉa TRÁI CÂY
5242,Nghệ thuật trang trí và cắt tỉa rau củ/Quỳnh Hương 
5243,Nghệ thuật trang trí cắt tỉa rau củ & trái cây
5244,Nghệ thuật trang trí vành dĩa
5245,"Nghệ thuật điêu khắc trên củ, quả/Mai Phương; Tiểu Quỳnh (dịch)"
5246,The complete Book of Fruit Carving
5247,Food presentation secrests
5248,"Consumer Behaviour – Buying, having and being: 13th edition"
5249,Consumer Behavior and Marketing Decision Making: Eighth edition
5250,Kỹ năng Giao tiếp Kinh doanh
5251,Giao tiếp trong kinh doanh và cuộc sống
5252,Giáo trình giao tiếp kinh doanh
5253,DK Essential Managers: Negotiating
5254,Ứng Dụng Autodesk Revit Trong Thiết Kế Công Trình 3D Theo Công Nghệ Bim - Revit Structure Trong Thiết Kế Kết Cấu
5255,giáo trình môn học Bánh truyền thống Việt Nam
5256,Sustainable Urban Mobility Pathways
5257,Giáo trình Bánh Âu-Á
5258,Bánh Việt truyền thống mùa lể hội
5259,"Thiết kế - thi công giám sát công trình hầm giao thông/Nguyễn Viết Trung, Trần Thu Hằng"
5260,Khoa học về nấu ăn
5261,Professional Baking
5262,Bánh cho tiệc trà & Bánh điểm tâm
5263,Bài giảng thiết kế hầm và Metro 
5264,Nghệ thuật làm Bánh-Mứt-Xôi-Chè
5265,Sourdough Bread – Bánh mì men tự nhiên
5266,4 mùa cookies
5267,Tiêu chuẩn 22TCN 262- 2000 - Quy trình khảo sát thiết kế nền đường ô tô đắp trên đất yếu
5268,Chè bành dân dã
5269,Thiết kế và thi công nền đắp trên đất yếu/Nguyễn Quang Chiêu
5270,Qùa quê giữa phố
5271,The art of Modern CAKE
5272,Công trình trên đất yếu
5273,ON COOKING A TEXTBOOK OF CULINARY FUNDAMENTALS
5274,Foundation Analysis and Design
5275,Phương Pháp Chế Biến 999 Món Ăn Á – Âu
5276,Cook Korean! Nấu Như Người Hàn
5277,Những Món Ăn Nhật Dễ Chế Biến
5278,Nấu Ngon Chuẩn Thái - 90 Công Thức Món Thái Đặc Sắc Chuẩn Vị
5279,Giáo trình Tổ chức lao động và kỹ thuật chế biến của bộ phận bếp 
5280,bài giảng Quản trị suất ăn Công nghiệp
5281,Bảng thành phần thực phẩm Việt Nam
5282,Catering can be the only saviour to next-gen restaurants
5283,Quản trị nguồn nhân lực
5284,Cooking
5285,Hotel and Catering 
5286,Năng lượng tái tạo và sự phát triển bền vững 
5287,Food service industries 
5288,PROFESSIONAL BAKING
5289,Phong điện nguồn năng lượng tái tạo cho Việt Nam
5290,Bài giảng về Thực hành Bánh Việt: Tài liệu lưu hành nội bộ
5291,Bánh Điểm Tâm (Bánh Bột Mì)
5292,Bánh Tuyệt Ngon Không Cần Lò Nướng
5293,Món Ngon Xứ Huế
5294,Cách Nấu Xôi Chè 3 Miền
5295,Bánh Việt Truyền Thống Mùa Lễ Hội
5296,bài giảng Trang trí món ăn và tiệc
5297,Giáo trình Bánh Âu-Á
5298,Giáo trình Bánh Âu-Á
5299,Professional Baking 8th edition
5300,Bread 2nd edition
5301,The modern Baker
5302,Giáo trình Revit Architecture
5303,4 mùa cookies
5304,The art of Modern CAKE
5305,Giáo trình Encape 
5306,bài giảng Trang trí món ăn và tiệc
5307,Giáo trình Bánh Âu-Á
5308,Giáo trình Bánh Âu-Á
5309,Professional Baking 8th edition
5310,Bread 2nd edition
5311,The modern Baker
5312,4 mùa cookies
5313,The art of Modern CAKE
5314,Hướng dẫn giải bài tập Hình học họa hình
5315,Food and Beverage Service
5316,Hướng dẫn giải bài tập Hình học họa hình
5317,Bài giảng Nghiệp vụ bàn
5318,Việt Nam văn hoá sử cương
5319,Giáo trình Nghiệp vụ nhà hàng
5320,Lịch sử văn hoá Việt Nam truyền thống giản yếu
5321,Training Manual for Food and Beverage Services
5322,Food & Beverage Service Basics: Hotel Management
5323,Văn hóa học – Những lý thuyết Nhân học Văn hóa
5324,F & B service simplified: food and beverage
5325,Food and Beverage Service Manual
5326,Làng xóm Việt Nam
5327,Food and Beverage Services
5328,Nếp cũ tín ngưỡng Việt Nam 
5329,Food and beverage service- an insight
5330,Nếp cũ hội hè đình đám 
5331,Nếp cũ con người Việt Nam
5332,Food and beverage service
5333,Nếp cũ làng xóm Việt Nam
5334,Việt Nam phong tục/Phan Kế Bính
5335,Bài giảng quản trị tiệc
5336,Lệ làng phép nước
5337,Người Việt Nam với đạo giáo
5338,Văn hóa dân gian Việt Nam trong bối cảnh văn hóa Đông Nam Á
5339,Lịch sử văn hóa Trung Quốc 
5340,Banquet Management
5341,Bản sắc văn hóa Việt Nam
5342,Một cách tiếp cận văn hóa/Phan Ngọc
5343,Dining Room and Banquet Management
5344,The Banquet Servers Hand Guide
5345,Nguồn gốc của văn hóa và tôn giáo – Vật tổ và cấm kỵ
5346,The catering a guide to managing a successful business operation
5347,Đạo Mẫu và các hình thức Shaman trong các tộc người ở Việt Nam và châu Á
5348,Quản trị dịch vụ ăn uống chuyên nghiệp
5349,Introduction to Catering: Ingredients for Success
5350,Catering management.3rd ed
5351,"Strategic Management: Formulation, Implementation, and Control; 12th edition"
5352,"Strategic Management for Tourism, Hospitality and Events"
5353,Giáo trình quản trị chiến lược/Ngô Kim Thanh
5354,Food service industries 
5355,Giáo trình khai thác và thí nghiệm cầu: Dành cho học viên các trường đại học và cao đẳng chuyên ngành kỹ thuật xây dựng công trình giao thông/ Hoàng Phương Hoa
5356,Hotel and Catering 
5357,Restaurant English: A hand-on course for restaurant Professsonals
5358,Khai thác đánh giá và sửa chữa đường ôtô - Tập 1
5359,Khai thác đánh giá và sửa chữa đường ôtô - Tập 2
5360,"Khai thác kiểm định gia cố cầu/Nguyễn Ngọc Long, Nguyễn Văn Mợi, Nguyễn Như Khải (ch.b.)"
5361,Strategic Brand management
5362,Khai thác và bảo dưỡng đường
5363,Tư vấn dự án và tư vấn giám sát thi công xây dựng/ Trịnh Quốc Thắng
5364,Quản lý chất lượng công trình xây dựng/ Trần Vinh Vũ 
5365,"Quản lý chất lượng công trình xây dựng: kinh nghiệm quốc tế và quy định của Việt Nam/ Bùi Mạnh Hùng, Huỳnh Hàn Phong "
5366,Managing brands
5367,"Giám sát thi công và nghiệm thu công trình xây dựng: Phần xây dựng/ Bùi Mạnh Hùng, Lê Thanh Huấn, Nguyễn Bá Kế..."
5368,Quản trị thương hiệu
5369,"Giám sát thi công và nghiệm thu công trình xây dựng: Phần lắp đặt thiết bị/ Bùi Mạnh Hùng, Nguyễn Đức Toàn"
5370,"Thương hiệu với nhà quản lý /Nguyễn Quốc Thịnh, Nguyễn Thành Trung"
5371,Giám sát thi công và nghiệm thu công trình xây dựng phần Xây dựng
5372,Giáo trình khung đào tạo an toàn lao động - vệ sinh lao động trong ngành xây dựng
5373,"Kỹ thuật và quản lý an toàn trong xây dựng/Lưu Trường Văn, Lê Hoài Long"
5374,Sổ tay xây dựng công trình - Quy chuẩn kỹ thuật quốc gia về An toàn trong thi công xây dựng
5375,Bài giảng môn Quản trị bar
5376,Introduction to Health and Safety in Construction
5377,The Great Cocktail Book: The 150 tastiest Cocktails Paperback
5378,Construction Safety Management
5379,Drink - Kinh Doanh Đồ Uống Tại Thị Trường Việt Nam (Tái bản 2020)
5380,Green Smoothies
5381,Câu Chuyện Cocktail - Bartender's Guide
5382,Quản trị bar
5383,"Giáo trình Nguồn dự phòng và hệ thống ATS: dành cho hệ Đại Học, Khối Ngành Công Nghệ"
5384,Green Smoothies
5385,Câu Chuyện Cocktail - Bartender's Guide
5386,Kombucha - Tuyệt Đỉnh Thức Uống Lên Men
5387,Hướng dẫn thiết kế lắp đặt điện theo tiêu chuẩn quốc tế IEC
5388,Kinh Doanh Đồ Uống Tại Thị Trường Việt Nam (Tái bản 2020)
5389,Electrical Wiring Ressidential
5390,Khởi nghiệp Tinh gọn - The lean startup
5391,"Hệ thống quản lý tòa nhà, lý thuyết đại cương và áp dụng thi công thực tế"
5392,Sustainable entrepreneurship
5393,Inteligent Buildings and Building Automation 
5394,Integrated Building Management Systems in Data Central 
5395,Quản trị Khởi nghiệp
5396,Mạng truyền thông công nghiệp
5397,Nguyên Lý Kế Toán (Lý Thuyết - Bài Tập - Bài Giảng)
5398,Điều Hành Nhà Hàng For Dummies
5399,"MHW’s Water Treatment: Principals and Design,"
5400,Xử lý nước cấp sinh hoạt và công nghiệp 
5401,Theory and Practice of Water and Wastewater Treatment
5402,Kế Toán Quản Trị
5403,Quản Trị Dịch Vụ Ăn Uống Chuyên Nghiệp
5404,Điều Hành Nhà Hàng For Dummies
5405,Tính toán thiết kế các công trình trong hệ thống cấp nước sạch
5406,Lập Kế Hoạch Kinh Doanh Hiệu Quả
5407,"TCXDVN 33: 2006, Cấp nước - Mạng lưới đường ống và công trình, Tiêu chuẩn thiết kế"
5408,Bài giảng về Thực hành Quản trị tiệc 
5409,Quản trị dịch vụ ăn uống chuyên nghiệp
5410,"Wastewater Engineering, Treatment and reuse"
5411,Cẩm Nang Trở Thành Nhà Quản Lý Xuất Sắc
5412,Xử lý nước thải sinh hoạt và công nghiệp
5413,Biological Nutrient Removal (BNR) Operation in WWTP
5414,bài giảng Quản lý chất lượng DVAU
5415,"Air pollution control: a design approach/ C. David Cooper, F.C. Alley"
5416,Ô nhiễm không khí và xử lý khí thảiTrần Ngọc Chấn/$nT2: $pCơ học về bụi và phương pháp xử lý bụi /
5417,Quản lý dịch vụ
5418,Ô nhiễm không khí và xử lý khí thải/ Trần Ngọc Chấn/$nT3:$pLý thuyết tính toán và công nghệ xử lý khí độc hại /
5419,Quality Management in Service organizations
5420,Fundamentals of Air pollution Engineering
5421,Managing for Quality in the Service sector
5422,Advanced Air and Noise Pollution Control
5423,Global logistic and supply chain management: 3rd edition
5424,Air pollution control technology Handbook
5425,Quản trị chuỗi cung ứng
5426,Solid Waste Engineering
5427,Nghệ thuật trang trí món ăn
5428,The Food Stylists
5429,Handbook of Solid waste management
5430,"Waste management practices - Municipal, Hazardous, and Industrial"
5431,Quản trị tài chính
5432,Quản trị tài chính doanh nghiệp
5433,"Event Planning and Management: Principles, Planning and Practice."
5434,Bài giảng quản trị sự kiện 
5435,Lập kế hoạch tổ chức sự kiện chuyên nghiệp
5436,Giáo trình Cây xanh đô thị
5437,Cơ sở khoa học môi trường
5438,International event management: bridging the gap between theory and practice
5439,Cây xanh phát triển và quản lý trong môi trường đô thị
5440,"Event Management: For Tourism, Cultural, Business and Sporting Events"
5441,Kiến trúc cảnh quan đô thị
5442,The Event Planning Toolkit: Your Guide to Organizing Extraordinary Meetings
5443,Events Management An Introduction
5444,Điều Hành Nhà Hàng For Dummies
5445,Môi trường và con người
5446,Lập Kế Hoạch Kinh Doanh Hiệu Quả
5447,How Green is the city?
5448,Eco- landscape
5449,Bài giảng về Thực hành Quản trị tiệc
5450,Quản trị dịch vụ ăn uống chuyên nghiệp
5451,"Cơ sở âm học kiến trúc: Thiết kế chất lượng âm/ Việt Hà, Nguyễn Ngọc Giả"
5452,Cẩm Nang Trở Thành Nhà Quản Lý Xuất Sắc
5453,"Quang học kiến trúc - Chiếu sáng tự nhiên và chiếu sáng nhân tạo:Dùng cho sinh viên ngành kiến trúc, xây dựng, các đơn vị thiết kế ứng dụng thực tế/Việt Hà, Nguyễn Ngọc Giả"
5454,Dinh dưỡng học 
5455,Nhiệt – Khí hậu kiến trúc
5456,Bài giảng về Dinh dưỡng thực phẩm 
5457,Chiếu sáng trong kiến trúc:Thiết kế tạo môi trường ánh sáng tiện nghi và sử dụng ánh sáng năng lượng có hiệu quả/Phạm Đức Nguyên
5458,Y Học Dinh Dưỡng: Những Điều Bác Sĩ Không Nói Với Bạn
5459,"Nhiệt và khí hậu kiến trúc/Phạm Ngọc Đặng, Phạm Hải Hà"
5460,Deep Nutrition = Dinh Dưỡng Chuyên Sâu
5461,"Âm học kiến trúc, âm học đô thị/Phạm Đức Nguyên"
5462,Thành phần dinh dưỡng các món ăn đường phố phổ biến
5463,Điều hành Nhà hàng
5464,Ánh Sáng kiến trúc
5465,Thiết kế kiến trúc trong điều kiện nóng ẩm – thiết kế chiếu sáng tự nhiên và nhân tạo trong công trình
5466,Dịch vụ Khách hàng 5 sao
5467,Kỹ năng mềm dành cho nhà quản lý
5468,Nghệ thuật phát triển bản thân
5469,A Concise Introduction to Mixed Methods Research
5470,Tài liệu Hướng dẫn đổ án Quàn trị nhà hàng
5471,"Trang trí hoa, khoa Thời trang & DL"
5472,Nghệ thuật cắm hoa cổ điển phương Đông
5473,Nghệ thuật cắm hoa hiện đại phương Tây
5474,Nghệ thuật cắm hoa thực dụng
5475,Nghệ thuật cắm hoa
5476,Kiến trúc sinh khí hậu-Thiết kế sinh khí hậu trong kiến trúc Việt Nam
5477,Môi trường âm thanh trong công trình kiến trúc/Bùi Vạn Trân
5478,Front Office Operation ( Basic) for Hotel Management Students 
5479,Architectural graphic  standards
5480,Bài giảng Nghiệp vụ lễ tân
5481,Professional Front Office Management
5482,Vẽ mĩ thuật: Sách dùng cho sinh viên học ngành kiến trúc/ Lê Đức Lai
5483,Managing Front Office Operations
5484,Giáo trình cơ sở mỹ thuật dành cho sinh viên kiến trúc tập 1
5485,"Giáo trình cơ sở mỹ thuật dành cho sinh viên Kiến trúc: Tập 2/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5486,"Giáo trình cơ sở mỹ thuật  dành cho sinh viên Kiến trúc: Tập 3/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5487,Giáo trình dạy vẽ mỹ thuật
5488,Giáo trình bố cục
5489,Giáo trình hình họa
5490,Luật xa gần
5491,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
5492,Vẽ mĩ thuật: Sách dùng cho sinh viên học ngành kiến trúc/ Lê Đức Lai
5493,Giáo trình cơ sở mỹ thuật dành cho sinh viên kiến trúc tập 1
5494,"Giáo trình cơ sở mỹ thuật dành cho sinh viên Kiến trúc: Tập 2/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5495,"Giáo trình cơ sở mỹ thuật  dành cho sinh viên Kiến trúc: Tập 3/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5496,"Giáo trình cơ sở mỹ thuật  dành cho sinh viên Kiến trúc: Tập 3/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5497,Giáo trình dạy vẽ mỹ thuật
5498,Giáo trình bố cục
5499,Giáo trình bố cục
5500,Luật xa gần
5501,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
5502,Vẽ mĩ thuật: Sách dùng cho sinh viên học ngành kiến trúc/ Lê Đức Lai
5503,Giáo trình cơ sở mỹ thuật dành cho sinh viên kiến trúc tập 1
5504,"Giáo trình cơ sở mỹ thuật dành cho sinh viên Kiến trúc: Tập 2/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5505,"Giáo trình cơ sở mỹ thuật  dành cho sinh viên Kiến trúc: Tập 3/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5506,Giáo trình dạy vẽ mỹ thuật
5507,Giáo trình bố cục
5508,Giáo trình hình họa
5509,Luật xa gần
5510,"Màu sắc và phương pháp vẽ màu /Nguyễn Duy Lẫm, Đặng Thị Bích Ngân"
5511,Vẽ mĩ thuật: Sách dùng cho sinh viên học ngành kiến trúc/ Lê Đức Lai
5512,"Giáo trình cơ sở mỹ thuật  dành cho sinh viên Kiến trúc: Tập 3/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5513,"Giáo trình cơ sở mỹ thuật dành cho sinh viên Kiến trúc: Tập 2/ Nguyễn Thị Lan Hương, Lê Đức Lai..."
5514,Giáo trình cơ sở mỹ thuật dành cho sinh viên kiến trúc tập 1
5515,Giáo trình dạy vẽ mỹ thuật
5516,Vẽ mĩ thuật: Sách dùng cho sinh viên học ngành kiến trúc/ Lê Đức Lai
5517,Nội thất & Thiết kế nội thất - Tập 1/ Phạm Đình Việt (ch.b)
5518,Nội thất & thiết kế nội thất - Tập 2/ Phạm Đình Việt
5519,Vẽ mĩ thuật: Sách dùng cho sinh viên học ngành kiến trúc/ Lê Đức Lai
5520,Nội thất & Thiết kế nội thất - Tập 1/ Phạm Đình Việt (ch.b)
5521,Nội thất & thiết kế nội thất - Tập 2/ Phạm Đình Việt
5522,Cơ sở tạo hình 
5523,Giáo trình kế toán tài chính 
5524,Design thị giác 
5525,Ngôn ngữ của hình và màu sắc 
5526,Những nền tảng cơ bản của mỹ thuật 
5527,Hệ thống thông tin kế toán - tập 3 - bộ môn hệ thống thông tin kế toán
5528,Lịch sử mỹ thuật thế giới
5529,Các dân tộc ở Việt Nam:(Dẫn liệu nhân học- tộc người) /Nguyễn Đình Khoa
5530,Hình tượng con người trong nghệ thuật tạo hình truyền thống
5531,Tài chính doanh nghiệp căn bản: Lý thuyết & Thực hành quản lý ứng dụng cho các doanh nghiệp Việt Nam
5532,"Đồ họa kiến trúc vẽ kỹ thuật kiến trúc - Tập 1/Nguyễn Hữu Trí, Nguyễn Thị Kim Tú"
5533,"Tài chính doanh nghiệp hiện đại/Trần Ngọc Thơ, Nguyễn Thị Ngọc Trang, Phan Thị Bích Nguyệt, Nguyễn Thị Liên Hoa, Nguyễn Thị Uyên Uyên"
5534,"Giáo trình vẽ kỹ thuật xây dựng:Sách dùng cho các trường đào tạo THCN và dạy nghề/Nguyễn Quang Cự, Nguyễn Mạnh Dũng"
5535,Phương pháp thể  hiện kiến trúc
5536,Tài chính doanh nghiệp hiện đại
5537,"Architectural working drawings,Residential and Commercial Buildings"
5538,Lý thuyết tài chính tiền tệ
5539,"Đồ họa kiến trúc vẽ kỹ thuật kiến trúc - Tập 1/Nguyễn Hữu Trí, Nguyễn Thị Kim Tú"
5540,"Quản trị tài chính doanh nghiệp: Hệ thống câu hỏi trắc nghiệm, bài tập và đáp án"
5541,Vẽ kỹ thuật xây dựng
5542,"Bài tập vẽ kỹ thuật xây dựng:$nT.1/Đặng Văn Cứ, Nguyễn Quang Cự, Đoàn Như Kim"
5543,Kiến trúc nhập môn
5544,Nguyên lý thiết kế kiến trúc công trình dân dụng
5545,Sức bền vật liệu
5546,Cơ học kết cấu - Tập 1:Hệ tĩnh định/Lều Thọ Trình
5547,Cơ học kết cấu - Tập 2:Hệ siêu tĩnh/Lều Thọ Trình
5548,Structural analysis
5549,"Bài tập cơ học kết cấu - Tập 1:Hệ tĩnh định/Lều Thọ Trình, Nguyễn Mạnh Yên"
5550,"Bài tập cơ học kết cấu - Tập 2:Hệ siêu tĩnh/Lều Thọ Trình, Nguyễn Mạnh Yên"
5551,Structural mechanics
5552,"Giáo trình Kiểm toán, Bộ môn Kiểm toán, Khoa Kế toán"
5553,"Kết cấu bê tông cốt thép: Phần cấu kiện cơ bản/Phan Quang Minh, Ngô Thế Phong, Nguyễn Đình Cống"
5554,"Kết cấu thép cấu kiện cơ bản/Phạm văn Hội, Nguyễn Quang Viên, Phạm Văn Tư,..."
5555,Design of Reinforced Concrete
5556,Reinforced Concrete Design to Eurocode 2
5557,Design of metal structures
5558,Tính toán thực hành cấu kiện bê tông cốt thép theo tiêu chuẩn TCXDVN 356:2005 - Tập 1 
5559,Tính toán thực hành cấu kiện bê tông cốt thép theo tiêu chuẩn TCXDVN 356:2005 - Tập 2
5560,Tính toán tiết diện cột bê tông cốt thép
5561,Principles of Auding
5562,Bài tập thiết kế Kết cấu thép
5563,Auditing: An Integrated Approach
5564,"1.	TCXDVN 5574: 2012, Kết cấu bê tông và bê tông cốt thép – Tiêu chuẩn thiết kế"
5565,"TCXDVN 5575: 2012, Kết cấu thép – Tiêu chuẩn thiết kế"
5566,"TCXDVN 5574: 2012, Kết cấu bê tông và bê tông cốt thép – Tiêu chuẩn thiết kế"
5567,"TCXD 2737: 1995, Tải trọng và tác động – Tiêu chuẩn thiết kế"
5568,Auditing and Assurance Services in Australia
5569,Cơ sở tạo hình kiến trúc 
5570,Giáo trình bố cục 1
5571,Giáo trình bố cục 2
5572,Modern Auditing
5573,Kiểm toán (Auditing)
5574,Cơ sở tạo hình kiến trúc 
5575,Giáo trình bố cục 1
5576,Giáo trình bố cục 2
5577,Giáo trình Kế toán Ngân hàng
5578,Giáo trình Kế toán Ngân hàng
5579,Kế toán ngân hàng
