ID_Mon,TenMon,KyHieu,TinhTrang
1126,TT máy điện,PREM310744,44
1127,TT điện tử công suất,POEP320262,62
1128,TT kỹ thuật số,PRDI310263,63
1129,TT vi xử lý,PRMI320463,63
1130,TT Năng lượng tái tạo phần điện,PREN417045,45
1131,TT cung cấp điện,PRES327145,45
1132,TT truyền động điện tự động,PELE327245,45
1133,TT điều khiển tự động hóa HTĐ CN,IPSP425245,45
1134,TT tốt nghiệp (CNKT Đ-ĐT),ININ449045,45
1135,Chuyên đề Doanh nghiệp (CNKT Đ-ĐT),EPTP423445,45
1136,Chuyên đề tốt nghiệp (CNKT Đ-ĐT),SSGR439145,45
1137,Lãnh đạo và kinh doanh trong kỹ thuật (CNKT Đ-ĐT),LSBE422545,45
1138,Khóa luận tốt nghiệp,FIPR479245,45
1139,Trường điện từ,ELFI230344,44
1140,Đo lường và cảm biến,SEME431744,44
1141,Vật liệu Điện - Điện Tử,EEMA330544,44
1142,Khí cụ điện,ELIN330444,44
1143,Ứng dụng Matlab trong KTĐ,MSET437345,45
1144,Kỹ thuật chiếu sáng dân dụng và công nghiệp,LTRI437445,45
1145,"Hệ thống kiểm soát an ninh, an toàn ",SSSY437545,45
1146,Máy điện đặc biệt và sửa chữa máy điện,SPEM430744,44
1147,Các bài toán trong vận hành và thiết kế hệ thống điện,PIPS437745,45
1148,Ứng dụng điện tử công suất,APES437845,45
1149,Kiểm toán và tiết kiệm năng lượng,ENAE437945,45
1150,Nguồn dự phòng và hệ thống ATS,SSAS438045,45
1151,Quản trị công nghiệp & QLDA điện nâng cao,PJMA438145,45
1152,Bảo vệ và tự động hóa hệ thống điện công nghiệp,REPR438245,45
1153,Hệ thống BMS,BMSY438345,45
1154,Nhà máy điện và trạm biến áp,PLSU438445,45
1155,Chất lượng điện năng,POQA438545,45
1156,Cơ sở và ứng dụng AI,AIFA436864,64
1157,Xử lý ảnh,IMPR432463,63
1158,Thiết kế mạch điện tử,CIDE431163,63
1159,Thiết kế mô hình trên máy tính,BIME331665,65
1160,Kỹ năng công nghiệp,INSK331663,63
1161,Vi xử lý nâng cao,ADMI330763,63
1162,Robot công nghiệp,ROBO320246,46
1163,Điều khiển thông minh,INCO321546,46
1164,Solar Energy: Photovoltaic (PV) Energy Conversion,MOOC348645,45
1165,Understanding Nuclear Energy,MOOC348745,45
1166,Algorithm Design and Analysis,MOOC348845,45
1167,Supply Chain Design,MOOC348945,45
1168,Nhập môn ngành CNKT ĐT-VT,IECE130564,64
1169,Vật lý 1,PHYS130102,2
1170,Vật lý 2 ,PHYS120202,2
1171,Thí nghiệm vật lý 1,PHYS110302,2
1172,Thí nghiệm vật lý 2,PHYS110402,2
1173,Hoá đại cương A1,GCHE130103,3
1174,Toán ứng dụng cho kỹ sư Điện Điện Tử,AMEE341944,44
1175,Kỹ thuật truyền số liệu,DACO430664,64
1176,Hệ thống nhúng trong công nghiệp,EMIN432563,63
1177,Thiết kế hệ thống và vi mạch tích hợp,ICSD336764,64
1178,Hệ thống viễn thông,COSY330464,64
1179,Kỹ thuật siêu cao tần,MIEN330364,64
1180,Hệ thống thông tin vô tuyến,WCSY431364,64
1181,Thiết kế mạch tích hợp VLSI,ICDV436264,64
1182,Cơ sở và ứng dụng IoT,ITFA436064,64
1183,Đồ án 1,SEPR411464,64
1184,Đồ án 2,SEPR411664,64
1185,Chuyên đề Doanh nghiệp (ĐTVT),COOP420864,64
1186,Công nghệ cảm biến,SETE331963,63
1187,Lập trình Android ứng dụng điều khiển,APCA331363,63
1188,Đồ án 1,ELPR310863,63
1189,Đồ án 2,ELPR310963,63
1190,Chuyên đề Doanh nghiệp (ĐTCN),BUTO124663,63
1191,Chuyên đề tốt nghiệp,THEM435063,63
1192,TT Kỹ thuật truyền số liệu,DACL411164,64
1193,TT Cơ sở và ứng dụng IoT,ITFL416064,64
1194,TT Thiết kế mạch tích hợp VLSI,ICDL416264,64
1195,TT Hệ thống thông tin vô tuyến,WCSL411364,64
1196,TT Xử lý tín hiệu số,DSPL411264,64
1197,TT Thiết kế hệ thống và vi mạch tích hợp,ICSL316764,64
1198,TT Hệ thống viễn thông,COSL420764,64
1199,TT Tốt nghiệp,INTE443064,64
1200,TT Thiết kế mạch điện tử số,PRCD312663,63
1201,TT Hệ thống nhúng trong công nghiệp,EMSL412763,63
1202,TT Xử lý ảnh,PRIM311063,63
1203,TT Thiết kế vi mạch số với HDL,PRDS320663,63
1204,TT Tốt nghiệp,INTE344463,63
1205,Lãnh đạo và kinh doanh trong kỹ thuật (ĐTVT),BLCE421564,64
1206,Khóa luận tốt nghiệp ,CAPR473964,64
1207,Lãnh đạo và kinh doanh trong kỹ thuật (ĐTCN),LDBU124763,63
1208,Khóa luận tốt nghiệp,GRAD464563,63
1209,Nhập môn ngành CNKT ĐK và TĐH,ICET335064,64
1210,Kỹ thuật robot,ROBO330246,46
1211,Trang bị điện và Khí nén,EEQU333746,46
1212,Nhận dạng và điều khiển hệ thống,IASC323346,46
1213,Đồ án Kỹ thuật Robot,RBPR310846,46
1214,Đồ án Điều khiển tự động,ARPR310746,46
1215,Sáng tạo và Khởi nghiệp,Doanhnghiệp,iệ
1216,Lãnh đạo và kinh doanh trong kỹ thuật,Ngoạikhóa,a
1217,TT Kỹ thuật số,PRDI319263,63
1218,TT Kỹ thuật robot,ROPR311246,46
1219,TT Trang bị điện và Khí nén,PMEM310846,46
1220,TT Điều khiển tự động,PACS321446,46
1221,TT Tốt nghiệp,ININ442346,46
1222,Chuyên đề tốt nghiệp ,PRET433446,46
1223,Khóa luận tốt nghiệp,FIPR472546,46
1224,Trường điện từ,ELFI230344,44
1225,Cung cấp điện,ELPS330345,45
1226,Đo lường và thiết bị đo,EMIN330244,44
1227,Xử lý ảnh,IMPR432446,46
1228,CAD trong ĐKTĐ,CADA331646,46
1229,Điều khiển quá trình,PRCO332146,46
1230,Hệ thống sản xuất tích hợp,FMCI431746,46
1231,Đo lường và điều khiển bằng máy tính,MCCO332246,46
1232,Hệ thống cơ điện tử ,EMEC331746,46
1233,Năng lượng tái tạo,RENE331745,45
1234,Truyền động điện tự động,ELDR330545,45
1235,Cơ sở và ứng dụng IoTs,ITFA336064,64
1236,Nhập môn ngành KTYS,INBE130165,65
1237,Toán 1,MATH130101,1
1238,Toán 2,MATH130201,1
1239,Toán 3,MATH130301,1
1240,Vật lý 2 ,PHYS130202,2
1241,Sinh lý người và động vật,HUAN330265,65
1242,Thiết kế mô hình trên máy tính,BIME332265,65
1243,Hệ thống thông tin y tế,IMSY332065,65
1244,Thiết kế mạch điện tử y sinh,MEDE330465,65
1245,Thiết bị y tế,DEMD330565,65
1246,Xử lý tín hiệu y sinh ,BISI340665,65
1247,Công nghệ cảm biến y sinh,TESO330765,65
1248,An toàn và sức khỏe trong kỹ thuật y sinh,HSBE330865,65
1249,Xử lý ảnh y sinh,BIIM330965,65
1250,Hệ thống nhúng trong y sinh,MESY335565,65
1251,Đồ án điện tử số,ELPR311065,65
1252,Đồ án vi xử lý,MIPR311165,65
1253,Đề tài Capstone,CAPR411265,65
1254,Chuyên đề doanh nghiệp,BUCO121465,65
1255,Chuyên đề tốt nghiệp,THEM426265,65
1256,TT Thiết bị y tế,MEPR321565,65
1257,TT Hệ thống nhúng trong y sinh,MEPR316165,65
1258,TT Xử lý tín hiệu y sinh,BIPR311665,65
1259,TT Mạch điện tử y sinh,TSEP321765,65
1260,TT Xử lý ảnh y sinh,BIMP311865,65
1261,TT Công nghệ cảm biến y sinh,TSEP311965,65
1262,TT Hệ thống thông tin y tế,BSPR411965,65
1263,TT tốt nghiệp,GRPR442065,65
1264,Lãnh đạo và kinh doanh trong kỹ thuật ,LEBU320026,26
1265,Khóa luận tốt nghiệp,GRAD462165,65
1266,Ứng dụng AI trong y sinh,AIBM336365,65
1267,Thu thập và điều khiển thiết bị với máy tính,APME332365,65
1268,Công nghệ không dây,WITE332465,65
1269,Chuyên đề đặc biệt trong kỹ thuật y sinh,SPSU332565,65
1270,Những thách thức mang tính kỹ thuật trong Y học ,ECME332665,65
1271,Máy học,MALE331063,63
1272,Vật liệu y sinh,BIMA332765,65
1273,Công nghệ chẩn đoán hình ảnh y sinh,BITE332865,65
1274,Ứng dụng siêu âm và từ trong kỹ thuật y sinh,BIAP332965,65
1275,Cơ sở và ứng dụng IoT,IOTE436064,64
1276,Robot công nghiệp,INRO331129,29
1277,Tương tác người máy,HCIN431979,79
1278,Lập trình ứng dụng trong kỹ thuật,APEN331329,29
1279,Lịch sử mỹ thuật Thế Giới và Việt Nam,HWVF120156,56
1280,Nguyên lý thị giác,PRVI120652,52
1281,Hình họa 1,DRAW150756,56
1282,Hình họa 2,DRAW130856,56
1283,Hình họa 3,DRAW130956,56
1284,Nghệ thuật ký họa,SKET221956,56
1285,Trang trí cơ bản,BADE333056,56
1286,Nhập môn ngành Thiết kế đồ họa,IGDE132556,56
1287,Anh văn chuyên ngành TKĐH,ENGD332756,56
1288,Bố cục tạo hình,LAUT342856,56
1289,Công nghệ in cho TKĐH,PRGD232055,55
1290,Ý tưởng sáng tạo,CRID343356,56
1291,Nghệ thuật nhiếp ảnh,PHTO333456,56
1292,Đồ án nhiếp ảnh,PRPH313656,56
1293,Đồ án Công nghệ in cho TKĐH,PRPT312155,55
1294,Trang trí chuyên ngành đồ họa,GRDE443756,56
1295,Ý tưởng kịch bản quảng cáo truyền thông,IMAD443856,56
1296,Quản lý thiết kế,DEMA422256,56
1297,Thiết kế 4 (Thiết kế cấu trúc bao bì),CPDE421957,57
1298,Thiết kế 5 (Thiết kế bao bì nhãn hiệu),PADE434156,56
1299,Thiết kế 6 (Thiết kế minh họa),ILDE444356,56
1300,"Thiết kế 7 (Thiết kế tạp chí, catalogue)",MADE434256,56
1301,Thiết kế 8 (Thiết kế Poster),PODE434456,56
1302,Xử lý file cho TKĐH,PRGD441556,56
1303,Thực tập 2 (Thực tập đồ họa),PRCG311056,56
1304,Thực tập 4 (Thực tập ảnh động),INGD142456,56
1305,Thực tập 5 (Thực tập ký họa),PRSK323156,56
1306,Thực tập tốt nghiệp,WOPR424856,56
1307,Khóa luận tốt nghiệp,THES474956,56
1308,Chuyên đề tốt nghiệp,SPTO435256,56
1309,Kỹ năng xây dựng kế hoạch,PLSK320605,5
1310,Lịch sử văn minh thế giới,INMA225056,56
1311,Tư duy hệ thống,SYTH220505,5
1312,Công nghệ chế bản,PRTE333256,56
1313,Công nghệ gia công sau in,POST332157,57
1314,Thiết kế 1 (Thiết kế 3D1),DESI335056,56
1315,Thiết kế 2 (Thiết kế 3D2),DEWE335156,56
1316,Quản trị màu,COMA431756,56
1317,CN TP sách và gia tăng giá trị tờ in,VAAD421057,57
1318,Thiết kế trang phục nữ,WODE231452,52
1319,Thiết kế trang phục nam,MEDE231452,52
1320,Nhập môn ngành Công nghệ Kỹ thuật In,INPR130155,55
1321,Ứng dụng Matlab trong Công nghệ in,MPRE230156,56
1322,Cơ điện tử trong ngành in,MEPR230455,55
1323,Đại cương về sản xuất in,GEPR230255,55
1324,LT màu và phục chế trong ngành in,CTRE230256,56
1325,An toàn lao động và QL bảo trì thiết bị,SEMM330755,55
1326,Anh văn chuyên ngành in,ENGR330356,56
1327,Vật liệu in,PRMA230257,57
1328,Thực hành - Thí nghiệm vật liệu in,LAPM210357,57
1329,Nghệ thuật trình bày ấn phẩm,GRDE330456,56
1330,ĐA Nghệ thuật trình bày ấn phẩm,PRGD310556,56
1331,Công nghệ chế bản,PRTE340756,56
1332,ĐA chế bản,PrPR310856,56
1333,Công nghệ in,PRTE340555,55
1334,ĐA Công nghệ in,PRJP310655,55
1335,Công nghệ gia công sau in,POPR340457,57
1336,ĐA Công nghệ gia công sau in,PRPO310457,57
1337,Kinh tế & Tổ chức sản xuất in,PRMA330657,57
1338,ĐA Kinh tế & Tổ chức sản xuất in,PRPM310757,57
1339,Quản lý chất lượng sản phẩm in,PRQM330855,55
1340,ĐA Quản lý chất lượng sản phẩm in,PPQM310955,55
1341,Liên kết doanh nghiệp,COOP422355,55
1342,TT Chế tạo khuôn In,PRPM311456,56
1343,TT Kiểm tra và xử lý file,PRPA311256,56
1344,TT TK cấu trúc bao bì và định hình hộp,PDPF310857,57
1345,TT Bình trang điện tử,PRDI311356,56
1346,TT In offset,PROP321055,55
1347,TT Thành phẩm,PRPP320957,57
1348,Đồ án tốt nghiệp,THES471955,55
1349,Hóa hữu cơ,OCHE226903,3
1350,Hóa lý in,PHCH130157,57
1351,Kiểm tra và xử lý dữ liệu,DPRF431556,56
1352,Công nghệ in offset,OFPR431255,55
1353,Công nghệ In bao bì,PAPR431355,55
1354,TK cấu trúc và thành phẩm bao bì,CDPF431257,57
1355,Thực tập chuyên ngành Trước In 1,MPPP431856,56
1356,Thực tập chuyên ngành Trước In 2,MPPP431956,56
1357,Thực tập tốt nghiệp Trước In,WSPP442156,56
1358,Thực tập theo chuyên ngành In 1,MPPR431555,55
1359,Thực tập theo chuyên ngành In 2,MPPR431655,55
1360,Thực tập tốt nghiệp In,WSPR441855,55
1361,Thực tập chuyên ngành Sau In 1,MPPO431357,57
1362,Thực tập chuyên ngành Sau In 2,MPPO431457,57
1363,Thực tập tốt nghiệp Sau In,WSPO441657,57
1364,Chuyên đề tốt nghiệp,SPTO432355,55
1365,Truyền động điện,ETDR336429,29
1366,Nhập môn ngành CNVL,INME130212,12
1367,Giáo dục quốc phòng 2,GDQP008032,32
1368,Giáo dục quốc phòng 3,GDQP008033,33
1369,Nhiệt động lực học vật liệu,TDMA230312,12
1370,Cơ học lượng tử và vật lý nguyên tử,QMAP234012,12
1371,Vật lý chất rắn,SLSP230512,12
1372,Thí nghiệm hóa lý,EPCH217103,3
1373,Hóa vô cơ,ICHE227003,3
1374,Thí nghiệm hóa vô cơ,EICH217103,3
1375,Cơ sở khoa học và công nghệ vật liệu,MATE220612,12
1376,Vật liệu polymer và composite,PCMA230812,12
1377,Vật liệu từ và siêu dẫn,MMSU220912,12
1378,Vật liệu ceramic,CEMA221012,12
1379,Hóa lý và hóa học polymer,PPPC335412,12
1380,Kỹ thuật chân không,VATE331112,12
1381,Kỹ thuật phân tích vật liệu,MATE336912,12
1382,Vật liệu bán dẫn,SEMA320712,12
1383,Công nghệ vi chế tạo,MIFT354312,12
1384,Công nghệ nano,NATE331712,12
1385,Thí nghiệm cơ sở ngành CNVL,FEMT336812,12
1386,Chuyên đề doanh nghiệp CNVL,SEMI325512,12
1387,Sức khỏe và An toàn lao động,OCSH115612,12
1388,Hệ vi cơ điện tử,MEMS332212,12
1389,Pin năng lượng mặt trời,SOCE331612,12
1390,Linh kiện bán dẫn,SMDE321512,12
1391,Mô phỏng linh kiện bán dẫn,SEDS325812,12
1392,Thí nghiệm chuyên ngành vật liệu bán dẫn,EXSE332312,12
1393,Kỹ thuật gia công polymer,PPTE332412,12
1394,Kỹ thuật sản xuất các chất cao phân tử,POFE331812,12
1395,Polymer sinh học và ứng dụng,BBPO323912,12
1396,Các phương pháp phân tích và đánh giá vật liệu polymer và cao su,MEPO322712,12
1397,Thí nghiệm chuyên ngành vật liệu polymer,EXPO332812,12
1398,Thực tập tốt nghiệp,APMT346712,12
1399,Vật liệu tích trữ và chuyển hóa năng lượng (chuyên ngành vật liệu điện tử bán dẫn),MESC335312,12
1400,Công nghệ sơn và lớp phủ bề mặt (chuyên ngành vật liệu polymer composite),TPSC335212,12
1401,Khóa luận tốt nghiệp,GRAT474912,12
1402,Chuyên đề tốt nghiệp 1,STOG436212,12
1403,Chuyên đề tốt nghiệp 2,STOG446312,12
1404,Toán cho kỹ sư,MATH143301,1
1405,Tin hoc kỹ thuật,INEP130112,12
1406,Tiếng anh chuyên ngành Công nghệ vật liệu,ENMT327012,12
1407,Pin nhiên liệu,FUCE332112,12
1408,Kỹ thuật điện – điện tử,EEEN234062,62
1409,Hóa kỹ thuật môi trường,ENEC230410,10
1410,Nhiệt động lực học,TDMA235012,12
1411,Các hiện tượng truyền dẫn cơ bản,TRPH235112,12
1412,Cơ học lượng tử,QUME235212,12
1413,Pin năng lượng mặt trời,SOCE335312,12
1414,Nano transistor,NATR335412,12
1420,Pháp luật đại cương,GELA220405,5
1421,Tâm lý học đại cương,PSYC230191,91
1422,Quản lý nhà nước ,PSEM320391,91
1423,Nhật ngữ 1,JAPA130138,38
1424,Nhật ngữ 2,JAPA230238,38
1425,Nhật ngữ 3,JAPA330338,38
1426,Nhập môn ngành Sư phạm tiếng Anh,ITTE130138,38
1427,Pre-intermediate Listening-Speaking,LISP240135,35
1428,Intermediate Listening-Speaking,LISP240235,35
1429,Upper-intermediate Listening-Speaking,LISP340335,35
1430,Advanced Listening-Speaking,LISP430435,35
1431,Basic Writing,WRIT230135,35
1432,Academic Writing,WRIT330235,35
1433,Critical Writing,WRIT330335,35
1434,Intermediate Reading,READ230135,35
1435,Upper-intermediate Reading,READ330235,35
1436,Phonetics & Phonology,PHON230136,36
1437,Morphology & Syntax,MOSY230236,36
1438,ASEAN Studies,ASST330336,36
1439,Semantics,SEMA230336,36
1440,British Studies,BAST330336,36
1441,American Studies,AMST330336,36
1442,English for Electronic & Electrical Engineering,ENEE330337,37
1443,English for Mechanical Engineering,ENME330437,37
1444,English for IT,ENIT330237,37
1445,Introduction to Teaching Methodology,ITTM130238,38
1446,Language Skills Teaching,LASK230338,38
1447,Teaching Practice,TEPR330438,38
1448,Teaching English to Young Learners,TEYL330538,38
1449,Technology Enhanced Language Learning,TELL330638,38
1450,Material Development,MATD430738,38
1451,Research Methodology,REME430838,38
1452,Professional Experience,PREX430938,38
1453,Teaching Practicum,TPRA461038,38
1454,Khóa luận,THES491438,38
1455,Testing and Assessment,TEST431138,38
1456,Pragmatics,PRAG430436,36
1457,Second Language Acquisition (Tự chọn),LAAC431238,38
1458,Sociolinguistics (Tự chọn),SOCI431338,38
1459,Cơ sở Văn hóa Việt Nam,VICB230138,38
1460,Tiếng Việt Thực hành,VIPR230238,38
1461,Lịch sử Văn minh Thế giới ,HIST230338,38
1462,English for Business Communiation,EICB330437,37
1463,English for Environmental Technology ,ENET330137,37
1464,English for International Business Contracts,EIBC230337,37
1465,English for Finance,ENFI330437,37
1466,Nhập môn ngành CNKTCTXD,ICET130117,17
1467,Lập trình ứng dụng trong XD,APCO131621,21
1468,Toán ứng dụng trong XD ,AMCO131421,21
1469,Kinh tế xây dựng,COEC321119,19
1470,"Hình họa, vẽ kỹ thuật XD",DGED12­5716,71
1471,Cơ học cơ sở,FUME130221,21
1472,Sức bền vật liệu,STMA240121,21
1473,Cơ học đất ,SOME240118,18
1474,Cơ học kết cấu,STME240517,17
1475,Kết cấu bê tông cốt thép,RCST240617,17
1476,Đồ án kết cấu BTCT,RCSP211017,17
1477,Kết cấu thép,STST240917,17
1478,Nền móng,FOEN330318,18
1479,Đồ án nền móng,FENP310418,18
1480,Kiến trúc,ARCH230216,16
1481,Đồ án kết cấu công trình BTCT,RCBP311817,17
1482,Kỹ thuật thi công,COTE340319,19
1483,Tổ chức thi công,ORCO320519,19
1484,Đồ án kỹ thuật & tổ chức thi công,TMCP310619,19
1485,Kết cấu công trình thép,SBST321617,17
1486,Đồ án kết cấu thép,SSTP311717,17
1487,Kết cấu nhà cao tầng,HRBS431217,17
1488,Chuyên đề tốt nghiệp (CNKTCTXD),CAPR430618,18
1489,Chuyên đề Doanh nghiệp (CNKTCTXD),SCIC424517,17
1490,Lãnh đạo và kinh doanh trong kỹ thuật (CNKTCTXD),BLIE327017,17
1491,TT Vẽ kỹ thuật trong xây dựng,ENDP114617,17
1492,TT Trắc địa,SURP222819,19
1493,Khảo sát và Thí nghiệm đất,SOIT220218,18
1494,Thí nghiệm cơ học,METE210321,21
1495,TT Vật liệu xây dựng,COMP211117,17
1496,TT Ứng dụng tin học trong XD,ITCP421417,17
1497,TT Kiểm định công trình,COIP424717,17
1498,TT Kỹ thuật nghề xây dựng,COTP320519,19
1499,TT BIM trong xây dựng,BIMP323019,19
1500,TT Tốt nghiệp (CNKTCTXD),ENGP442017,17
1501,Khóa luận tốt nghiệp,THES472117,17
1502,Nền móng nhà cao tầng,FHRB420718,18
1503,Công trình trên nền đất yếu,SOIM420618,18
1504,Thiết kế kết cấu BTCT theo ACI&EUROCODE,DCEA424917,17
1505,Thiết kế kết cấu bê tông cốt sợi,DFRC425017,17
1506,Kết cấu thép ứng suất trước,DPSS425117,17
1507,Tư vấn giám sát,SUCO323219,19
1508,Bảo trì công trình,BUMA421319,19
1509,Xây dựng bền vững,SUCO423917,17
1510,Cấp thoát nước,WSSE221317,17
1511,Nhập môn ngành HTKTCTXD,IMEP136717,17
1512,Dự toán HTKTCTXD,MBES324319,19
1513,Cơ học công trình,BUME234817,17
1514,Kỹ thuật điện công trình,COET232144,44
1515,Cơ lưu chất,FLME231521,21
1516,Kỹ thuật nhiệt – lạnh,TREN341032,32
1517,Kiến trúc,ATEC245616,16
1518,Kết cấu công trình,STBU245617,17
1519,ĐA Kết cấu công trình,BSTP315717,17
1520,Tổ chức và quản lý thi công HTKTCTXD,MECM334419,19
1521,Quản lý dự án,PRMA434519,19
1522,Hệ thống điện công trình,CEPE340345,45
1523,Hệ thống tự động hóa công trình,ASCT340146,46
1524,ĐA Hệ thống điện công trình,CEPP411045,45
1525,ĐA hệ thống tự động hóa công trình,ASCP410146,46
1526,Cấp thoát nước công trình,PIBU225917,17
1527,ĐA Cấp thoát nước công trình,PIBP316017,17
1528,Hệ thống cấp nước chữa cháy,WSFS326117,17
1529,Mạng lưới cấp thoát nước,WSDN326317,17
1530,Trạm bơm,PUST225817,17
1531,Hệ thống xử lý nước thải,WATS326417,17
1532,Điều hòa không khí,ACSY330932,32
1533,Chuyên đề tốt nghiệp (HTKTCTXD),GRDS437317,17
1534,Chuyên đề Doanh nghiệp (HTKTCTXD),SCIC427117,17
1535,Lãnh đạo và kinh doanh trong kỹ thuật (HTKTCTXD),BLIE327217,17
1536,TT BIM trong HTKTCTXD 1,BIMP324119,19
1537,TT BIM trong HTKTCTXD 2,BIMP324219,19
1538,TT Ứng dụng tin học trong cấp thoát nước công trình,PBPS316217,17
1539,TT hệ thống điện công trình,PCEP322545,45
1540,TT Tốt nghiệp,INSH446517,17
1541,Khóa luận tốt nghiệp,THES476817,17
1542,Kỹ thuật chiếu sáng dân dụng và công nghiệp,LTRI321345,45
1543,"Hệ thống kiểm soát an ninh, antoàn",SSSY321445,45
1544,Chất lượng điện năng,PQE320755,5
1545,Nguồn dự phòng và hệ thống ATS,SSAS322045,45
1546,Hệ thống BMS,BMSY322045,45
1547,Chuyên đề nhiệt,STTT321832,32
1548,Quản lý chất thải rắn và nguy hại,SHWM321810,10
1549,Nhập môn Kiến trúc,INAR130116,16
1550,Thực tập tin học chuyên ngành Kiến trúc 1: (AUTOCAD+SKETCHUP),ACAD121216,16
1551,Thực tập tin học chuyên ngành Kiến trúc 2: (REVIT+3DMAX),REVT122616,16
1552,Thực tập tin học chuyên ngành Kiến trúc 3: (B.I.M),BIMA112716,16
1553,Hình học họa hình 1: giao - hình chiếu thẳng góc,DGSP120216,16
1554,Hình học họa hình 2: hình chiếu phối cảnh,DGSP120316,16
1555,"Cây xanh, môi trường & Con người",TEHU122916,16
1556,Vật lý kiến trúc (Quang học-thông gió- âm học),APHY242416,16
1557,"Thực hành Hội họa 1: Hình họa (Tượng tròn, Tĩnh vật)",SASL220416,16
1558,Thực hành Hội họa 2: Phong cảnh - màu nước,WCSP220516,16
1559,ĐA Cơ sở kiến trúc 1: Đường nét- chữ số,INAP320616,16
1560,ĐA Cơ sở kiến trúc 2: Vẽ mẫu nhà,INAP320716,16
1561,ĐA Cơ sở kiến trúc 3: Diễn họa – KT nhỏ,INAP320816,16
1562,ĐA Cơ sở kiến trúc 4: Vẽ ghi,INAP320916,16
1563,Thực hành Điêu khắc: Tổ hợp hình khối kiến trúc,SCPA231116,16
1564,Cơ học công trình,MEBU244817,17
1565,Kết cấu công trình (BTCT+Thép+Gỗ),STBU245217,17
1566,Nguyên lý bố cục tạo hình kiến trúc,LAPA221016,16
1567,ĐA bố cục tạo hình kiến trúc,LAPA221516,16
1568,ĐA kỹ thuật mô hình kiến trúc,PMTA222516,16
1569,Cấu tạo kiến trúc công trình DD& CN– BTL,PCIN341316,16
1570,Kỹ thuật hạ tầng Công trình (Điện + Nước),TEIN423022,22
1571,Nguyên lý thiết kế kiến trúc công trình DD,PCIA341616,16
1572,Nguyên lý thiết kế kiến trúc CN,PCIA322316,16
1573,Nguyên lý Quy hoạch đô thị,UPLA323116,16
1574,Kiến trúc cảnh quan,PLAR324316,16
1575,Thiết kế đô thị,UDES324216,16
1576,Lịch sử kiến trúc phương Tây,WARH323016,16
1577,Lịch sử kiến trúc phương Đông &VN,EARH333816,16
1578,Bảo tồn & Trùng tu di sản,PREA324916,16
1579,Trang thiết bị công trình,EQUB324116,16
1580,Thiết kế Kiến trúc và Môi trường bền vững,EASU324816,16
1581,GIS trong kiến trúc & quy hoạch,GISP422922,22
1582,Chuyên đề Doanh nghiệp (Kiến trúc),SCIC425716,16
1583,Lãnh đạo và kinh doanh trong kỹ thuật (Kiến trúc),BLIE325816,16
1584,"ĐA thiết kế kiến trúc: quán hoa, quán sách, bến xe bus, bến tàu thủy",SAPP421716,16
1585,ĐA thiết kế kiến trúc: Nhà ở riêng lẻ,APSH422016,16
1586,ĐA thiết kế kiến trúc: Nhà ở thấp tầng,APLH433316,16
1587,ĐA thiết kế kiến trúc CTCC 1: quy mô nhỏ,SAPP421816,16
1588,ĐA thiết kế kiến trúc CTCC 2: quy mô vừa,SAPP431916,16
1589,ĐA thiết kế kiến trúc CTCC 3: quy mô lớn,SAPP433716,16
1590,"ĐA thiết kế kiến trúc CTCC 4: Bệnh viện, TTTM văn phòng",SAPP434516,16
1591,ĐA thiết kế kiến trúc Tổng Hợp,SYNP444616,16
1592,ĐA thiết kế kiến trúc Công nghiệp,APIA433216,16
1593,ĐA Quy hoạch chi tiết Đơn Vị Ở,PPNP433616,16
1594,ĐA thiết kế nội thất 1,APID423416,16
1595,ĐA thiết kế nội thất 2,APID423516,16
1596,ĐA thiết kế cải tạo+bảo tồn CT quy mô vừa,APID434416,16
1597,"ĐA thiết kế ngoại thất: cảnh quan sân vườn, công viên",ARPE424716,16
1598,Thực tập kỹ thuật,TPRA312216,16
1599,Thực tập - Tham quan,VIST315216,16
1600,TT Tốt nghiệp (Kiến trúc),GRAP325316,16
1601,Khóa luận tốt nghiệp,FINP495516,16
1602,Tư duy biện luận ứng dụng,ARAP125116,16
1603,Mỹ học,AEST125416,16
1604,Kiến trúc truyền thống Việt Nam,TRAV321416,16
1605,Qui hoạch hệ thống giao thông đô thị,UTSP322116,16
1606,Kỹ thuật thi công,COTE323219,19
1607,Quản lý dự án,PRMA420819,19
1608,Lịch sử đô thị,UHIS322816,16
1609,Chuyên đề kiến trúc Nhà Ở,THEH323916,16
1610,Chuyên đề kiến trúc CTCC,THEP324016,16
1611,Chuyên đề kiến trúc CTCN,THED325016,16
1612,Nhập môn Kiến trúc Nội thất,INAR130216,16
1613,Hình họa 1: Tượng + Người,SASL120116,16
1614,Hình họa 2: Phong cảnh hẹp,WCSP120416,16
1615,Hình họa 3 : Tĩnh vật màu,STIL220116,16
1616,Hình họa 4: Đặc tả chất liệu,MATE220316,16
1617,Trang trí cơ bản,DECO220416,16
1618,Trang trí chuyên ngành 1,DECO320116,16
1619,Trang trí chuyên ngành 2,DECO320516,16
1620,Nguyên lý thị giác,VISI220216,16
1621,Lịch sử nghệ thuật,ARTH120316,16
1622,Nguyên lý thiết kế Nội Ngoại thất,PCII220516,16
1623,Thiết kế và triển khai cấu tạo các sản phẩm nội thất,DESI320216,16
1624,Chất liệu nội ngoại thất,MATE320416,16
